session_id,target
1,0.0001531063970702676
2,2.938491979812755e-05
3,0.0006434082298777431
4,4.1365641495088835e-05
5,0.0012927793647933353
6,0.00011445720700389806
7,0.0060020468927759005
8,0.00347922698009565
9,7.456635090513758e-05
10,0.0019762869523411285
11,0.0005448529212119174
12,5.4633996684189015e-05
13,9.773222579872743e-05
14,0.02755710657027872
15,0.006662913867933104
16,0.00041497525944529526
17,0.004812430975846628
18,6.001760140009072e-05
19,0.0014368042961816158
20,1.952498180532881e-05
21,0.009528433082828167
22,2.3576017515779665e-05
23,0.00251800575146254
24,0.0007562699744066351
25,0.014573120474240867
26,0.0014624079661745028
27,0.00026307071720740784
28,2.167813852972492e-05
29,0.015150056037206733
30,0.00821534671233692
31,0.0724533117903603
32,0.03361060790983708
33,0.00018311461234298874
34,0.0005910656602304979
35,0.019453026602605953
36,0.001044474422815737
37,1.3267164529054225e-05
38,4.8706783606988695e-05
39,0.0013699560435943697
40,2.7271296438022604e-05
41,0.006310960210515925
42,0.00042843415150472646
43,0.0006824436713972213
44,0.0002715352761666549
45,0.09152637557928145
46,0.0048337561369505766
47,0.00027327313937413456
48,0.00011739780524522429
49,0.0015316775059923654
50,7.653061271003351e-05
51,8.408470211909585e-06
52,0.0002626585440315714
53,0.009979027558238084
54,0.003317151079682236
55,0.012809261839676338
56,0.0006801334378366673
57,2.5631344323295203e-05
58,1.0892542957151543e-05
59,6.180749772461796e-05
60,4.345425419595582e-06
61,0.0001017692343548769
62,0.0002905637727683456
63,9.577015053839317e-05
64,0.00484082381839572
65,9.075574008564954e-05
66,5.1879673142015845e-05
67,0.00024042132524808025
68,0.006098342680414813
69,0.03840710725300242
70,6.844475798444189e-05
71,0.011612799870551962
72,0.005655212198119852
73,0.010009356615841809
74,0.0009024173550423762
75,0.0011582084993308581
76,0.004131882462617696
77,0.003926236144115971
78,0.006199446513351579
79,0.0005390656397824616
80,6.746347094709427e-06
81,3.287912019644759e-05
82,2.1635270368970636e-05
83,3.8176704766022114e-05
84,0.23772623870156873
85,0.0007885472222120949
86,5.3241909430978184e-05
87,0.010363497487952327
88,0.002221442395015082
89,0.002751883365030085
90,0.05659696869966668
91,5.888626495891712e-05
92,2.3171490381269346e-05
93,0.07038695676194057
94,4.79081928008098e-05
95,0.0007248700065428579
96,2.645121190464288e-05
97,0.014340180500925389
98,0.00010544628850232589
99,3.4028287256922554e-05
100,0.000802690212032916
101,7.12736183184732e-05
102,0.002806153833289675
103,9.692784966370273e-05
104,0.00044331654442374824
105,0.005600987759091815
106,7.344822146789755e-05
107,0.000381060894033518
108,0.0025070583768014585
109,5.8137893636439806e-05
110,1.7707036822638944e-05
111,0.0009541981922848765
112,1.5002120933083547e-05
113,0.00046796065789747257
114,2.5106683524984886e-05
115,6.111855160289008e-05
116,1.1518767122731925e-05
117,0.0005788720815780665
118,0.0034365686111575487
119,1.9829839114118975e-05
120,0.00996918807648416
121,4.259494667840486e-05
122,0.00010965927560922479
123,4.734559127088427e-05
124,0.0008804699575513641
125,0.009748492546928621
126,2.50572989907659e-05
127,0.0001841123300258064
128,0.00010931232360565926
129,0.004920216238840118
130,0.01060470601181348
131,0.0005017267280697637
132,0.004687417673950372
133,0.011776635525494208
134,0.0004557069424553671
135,0.00015816033139514095
136,0.011801594323325318
137,3.4598050020781486e-05
138,0.007696157371823662
139,8.085667923433514e-05
140,0.00011702838833904033
141,1.5786552268952498e-05
142,7.847627009482878e-05
143,0.00039469835514125947
144,0.014008393657545304
145,3.7675640491925265e-05
146,0.001225394124446841
147,4.733440711148576e-05
148,0.014211648988000848
149,0.0045617658821193625
150,0.015175788067171545
151,9.88670122707504e-06
152,0.01684102962147246
153,8.555921892552029e-05
154,0.0001915085958924981
155,0.0014560643544582128
156,0.00010196106695646138
157,8.124548522765807e-05
158,0.016264165467985012
159,0.001805461407716814
160,8.126557646535984e-05
161,0.01462287618309135
162,0.00014775821769108147
163,0.006458733343900611
164,0.002147290170237867
165,0.0014300697701170168
166,9.666441049371569e-05
167,0.005431667656656222
168,0.0045616405729510005
169,0.0026152640882327782
170,0.006634085720051013
171,0.0027306974571124254
172,0.0011370789916461677
173,0.002404509271340033
174,0.001802345859331809
175,0.28120443103319254
176,0.017728842982771293
177,0.029110700769742707
178,0.001275724232709486
179,0.001332001334419711
180,0.009211663272990358
181,8.591987317038692e-05
182,0.0010481396790974805
183,3.7076975795723624e-05
184,0.0010719789747774815
185,0.0014940181701082063
186,0.0027977380687187856
187,5.964107540871043e-05
188,4.123981047794095e-05
189,0.009949832162464294
190,0.016865176860238466
191,5.330686625737798e-05
192,0.00010607104475755612
193,0.022392075247148428
194,0.000446368909961844
195,0.000105581208351027
196,0.00037842617195812695
197,0.001812205302322131
198,0.00254893559529317
199,0.018690998124092525
200,7.495744989955891e-05
201,0.002076082593690301
202,0.08426105465145499
203,4.587395190601967e-05
204,0.00028904507257636466
205,0.008506927925850073
206,4.329894699918452e-06
207,0.0026553080526708728
208,0.00130181010712831
209,1.4465594423018414e-05
210,0.007218313427364774
211,0.0014210024880949032
212,0.005791139349645486
213,3.056225556664966e-05
214,0.009975756561120782
215,0.0015956434005785875
216,0.006569579694639046
217,0.023618453182974224
218,0.001939361083774797
219,0.00017840511685239692
220,0.0032991288106998017
221,0.0037597215764028275
222,0.00012463763330494837
223,0.020572516602501405
224,0.0008315694910815797
225,0.008535790716217394
226,0.0077290466198710215
227,0.023277943105772147
228,9.218375687816504e-05
229,9.5616846204381e-05
230,0.004153070336771998
231,0.0025975874909878304
232,8.102552296794645e-05
233,7.11450670259722e-05
234,0.00263060790144007
235,0.0008273721124800428
236,0.0007152149742169007
237,0.004000761944163021
238,0.0060020468927759005
239,0.0013699560435943697
240,0.003049378581569143
241,0.0008004659841995425
242,1.0452847706111601e-05
243,1.4789231906228503e-05
244,0.000198862797855528
245,0.0002267127208178721
246,0.0020560878562460023
247,0.06047019121289036
248,0.001655756115523207
249,0.0001935541781208838
250,0.004276922492653644
251,0.009075448926426545
252,0.00016874498943502086
253,5.7572553239455526e-05
254,0.00025717452121929037
255,0.014568706067481405
256,5.152075444861544e-05
257,0.00011477656225952227
258,0.009952792929664145
259,0.011593401664447478
260,0.00035119419578723466
261,0.002446912233447528
262,0.0028661602936997195
263,0.002477019731641139
264,0.0033843915833710603
265,8.408473934775032e-05
266,4.885925178710027e-05
267,2.6232237412141042e-05
268,0.0008430513047204541
269,0.009365172102212086
270,0.0007359514744224114
271,0.00011456503860103541
272,7.51951829791643e-05
273,4.526291889958634e-05
274,0.005840204882599324
275,0.0213779350906254
276,0.00033686257467406924
277,0.003778756250029778
278,0.006415554460953872
279,8.013390943790827e-05
280,0.0017552719820886342
281,0.0006613070126974705
282,0.00039100694714684034
283,0.00321056291418528
284,0.0025550260873767644
285,0.00010348367110407686
286,0.00041026822049249274
287,0.013871538976867945
288,7.246858359964487e-05
289,0.0013622729421070153
290,5.462979066858284e-05
291,0.0016342518218631298
292,0.0015536882347976615
293,0.0024600228702979362
294,0.000977627284382688
295,0.0001479640181582501
296,2.6485571563206908e-05
297,0.00020712654418612763
298,0.0018859602977388571
299,3.2935671036289756e-05
300,8.236561091837734e-05
301,4.048410992339877e-05
302,0.0013970488123658867
303,0.0030049258389856703
304,0.006857801913809457
305,0.05239383717348353
306,8.36762641463224e-05
307,0.0019670649667332973
308,0.00027951845980176993
309,0.0013203244957779657
310,8.07160798551726e-05
311,0.005028570087301535
312,0.010836137822929137
313,0.0006761555065209323
314,4.232016603573692e-05
315,0.010758251469549542
316,0.0030575730180171065
317,0.007313595066444336
318,0.00014793903821358473
319,0.0004465061660945229
320,0.0005899577890214672
321,0.024074606755160495
322,0.00021654771766230972
323,0.00010828681069038365
324,0.0031086634865331174
325,0.005223148756054754
326,0.004591531403602635
327,0.0012584609392111876
328,0.013560736593193581
329,8.126557646535984e-05
330,1.1937968883302916e-05
331,0.009312008272898104
332,0.0005896872128724873
333,0.2931519101978188
